Data Set 5:Time(s),Data Set 5:Force 1(N),Data Set 5:Force 2(N),
8.795,-0.0377121,-0.0841141,0.1218262
8.8,-0.029335,-0.0904236,0.1197586
8.805,-0.0251465,-0.0862198,0.1113663
8.81,-0.0377121,-0.0799103,0.1176224
8.815,-0.0356216,-0.0925217,0.1281433
8.82,-0.0272369,-0.056778,0.0840149
8.825,-0.0251465,-0.0336456,0.0587921
8.83,-0.0314331,-0.0483627,0.0797958
8.835,-0.0398102,-0.0714951,0.1113053
8.84,-0.0230484,-0.0778046,0.100853
8.845,-0.0314331,-0.0841141,0.1155472
8.85,-0.0314331,-0.0862198,0.1176529
8.855,-0.0377121,-0.0925217,0.1302338
8.86,-0.0398102,-0.0841141,0.1239243
8.865,-0.0419083,-0.0904236,0.1323319
8.87,-0.0356216,-0.0946274,0.130249
8.875,-0.0419083,-0.0946274,0.1365357
8.88,-0.0272369,-0.0925217,0.1197586
8.885,-0.029335,-0.0841141,0.1134491
8.89,-0.0335236,-0.0862198,0.1197434
8.895,-0.0230484,-0.0883179,0.1113663
8.9,-0.029335,-0.0946274,0.1239624
8.905,-0.0502853,-0.0883179,0.1386032
8.91,-0.0272369,-0.0756989,0.1029358
8.915,-0.0377121,-0.0820084,0.1197205
8.92,-0.0356216,-0.0862198,0.1218414
8.925,-0.0356216,-0.0820084,0.11763
8.93,-0.0356216,-0.0820084,0.11763
8.935,-0.0377121,-0.0546722,0.0923843
8.94,-0.029335,-0.069397,0.098732
8.945,-0.0335236,-0.0778046,0.1113282
8.95,-0.0167618,-0.0862198,0.1029816
8.955,-0.0272369,-0.0883179,0.1155548
8.96,-0.029335,-0.0925217,0.1218567
8.965,-0.0377121,-0.0883179,0.12603
8.97,-0.029335,-0.0820084,0.1113434
8.975,-0.0356216,-0.0799103,0.1155319
8.98,-0.0356216,-0.0904236,0.1260452
8.985,-0.0377121,-0.0862198,0.1239319
8.99,-0.0314331,-0.0841141,0.1155472
8.995,-0.029335,-0.0883179,0.1176529
9,-0.0272369,-0.0904236,0.1176605
9.005,-0.0272369,-0.0841141,0.111351
9.01,-0.0314331,-0.0799103,0.1113434
9.015,-0.0377121,-0.0904236,0.1281357
9.02,-0.0419083,-0.0862198,0.1281281
9.025,-0.0377121,-0.0946274,0.1323395
9.03,-0.0272369,-0.0546722,0.0819091
9.035,-0.0272369,-0.0714951,0.098732
9.04,-0.0251465,-0.0525742,0.0777207
9.045,-0.0335236,-0.0588837,0.0924073
9.05,-0.0377121,-0.0651855,0.1028976
9.055,-0.0356216,-0.0799103,0.1155319
9.06,-0.0377121,-0.0756989,0.113411
9.065,-0.0314331,-0.0756989,0.107132
9.07,-0.0314331,-0.0799103,0.1113434
9.075,-0.0314331,-0.0820084,0.1134415
9.08,-0.0398102,-0.0883179,0.1281281
9.085,-0.0335236,-0.0862198,0.1197434
9.09,-0.0398102,-0.0820084,0.1218186
9.095,-0.0377121,-0.0862198,0.1239319
9.1,-0.0314331,-0.0841141,0.1155472
9.105,-0.029335,-0.0862198,0.1155548
9.11,-0.0272369,-0.0841141,0.111351
9.115,-0.0356216,-0.0799103,0.1155319
9.12,-0.029335,-0.0736008,0.1029358
9.125,-0.0335236,-0.0799103,0.1134339
9.13,-0.0251465,-0.0841141,0.1092606
9.135,-0.0377121,-0.0841141,0.1218262
9.14,-0.0335236,-0.0862198,0.1197434
9.145,-0.0314331,-0.0925217,0.1239548
9.15,-0.029335,-0.0778046,0.1071396
9.155,-0.0314331,-0.0862198,0.1176529
9.16,-0.0356216,-0.0841141,0.1197357
9.165,-0.0377121,-0.0820084,0.1197205
9.17,-0.0335236,-0.0820084,0.115532
9.175,-0.0335236,-0.0883179,0.1218415
9.18,-0.0335236,-0.0820084,0.115532
9.185,-0.0314331,-0.0883179,0.119751
9.19,-0.0335236,-0.0799103,0.1134339
9.195,-0.0398102,-0.0820084,0.1218186
9.2,-0.0356216,-0.0862198,0.1218414
9.205,-0.0356216,-0.0925217,0.1281433
9.21,-0.0314331,-0.0651855,0.0966186
9.215,-0.0272369,-0.0799103,0.1071472
9.22,-0.0314331,-0.0799103,0.1113434
9.225,-0.0314331,-0.0862198,0.1176529
9.23,-0.0251465,-0.0778046,0.1029511
9.235,-0.0377121,-0.0820084,0.1197205
9.24,-0.029335,-0.0862198,0.1155548
9.245,-0.029335,-0.0925217,0.1218567
9.25,-0.0314331,-0.0925217,0.1239548
9.255,-0.0314331,-0.0925217,0.1239548
9.26,-0.0335236,-0.0651855,0.0987091
9.265,-0.0272369,-0.0736008,0.1008377
9.27,-0.0356216,-0.0820084,0.11763
9.275,-0.0314331,-0.0883179,0.119751
9.28,-0.0356216,-0.0883179,0.1239395
9.285,-0.0314331,-0.0820084,0.1134415
9.29,-0.0272369,-0.0820084,0.1092453
9.295,-0.0335236,-0.0820084,0.115532
9.3,-0.0335236,-0.0862198,0.1197434
9.305,-0.0335236,-0.0883179,0.1218415
9.31,-0.0356216,-0.1009369,0.1365585
9.315,-0.0356216,-0.0967331,0.1323547
9.32,-0.0377121,-0.0883179,0.12603
9.325,-0.0377121,-0.0883179,0.12603
9.33,-0.029335,-0.0736008,0.1029358
9.335,-0.0356216,-0.0841141,0.1197357
9.34,-0.0419083,-0.0799103,0.1218186
9.345,-0.0398102,-0.0820084,0.1218186
9.35,-0.0439987,-0.0841141,0.1281128
9.355,-0.0356216,-0.0820084,0.11763
9.36,-0.0377121,-0.0862198,0.1239319
9.365,-0.0419083,-0.0841141,0.1260224
9.37,-0.0335236,-0.0904236,0.1239472
9.375,-0.0377121,-0.0883179,0.12603
9.38,-0.0377121,-0.0883179,0.12603
9.385,-0.0481949,-0.0904236,0.1386185
9.39,-0.0419083,-0.0883179,0.1302262
9.395,-0.0439987,-0.0862198,0.1302185
9.4,-0.0314331,-0.0904236,0.1218567
9.405,-0.0419083,-0.0946274,0.1365357
9.41,-0.0335236,-0.1009369,0.1344605
9.415,-0.0439987,-0.0820084,0.1260071
9.42,-0.029335,-0.0588837,0.0882187
9.425,-0.0419083,-0.0672913,0.1091996
9.43,-0.0398102,-0.0820084,0.1218186
9.435,-0.0502853,-0.0904236,0.1407089
9.44,-0.0335236,-0.0862198,0.1197434
9.445,-0.0377121,-0.0799103,0.1176224
9.45,-0.0335236,-0.0862198,0.1197434
9.455,-0.0439987,-0.0841141,0.1281128
9.46,-0.0335236,-0.0820084,0.115532
9.465,-0.0314331,-0.0546722,0.0861053
9.47,-0.029335,-0.069397,0.098732
9.475,-0.0314331,-0.0756989,0.107132
9.48,-0.0251465,-0.0841141,0.1092606
9.485,-0.0314331,-0.0778046,0.1092377
9.49,-0.0272369,-0.0841141,0.111351
9.495,-0.029335,-0.0820084,0.1113434
9.5,-0.0398102,-0.0883179,0.1281281
9.505,-0.0314331,-0.0925217,0.1239548
9.51,-0.0272369,-0.0714951,0.098732
9.515,-0.0398102,-0.069397,0.1092072
9.52,-0.0377121,-0.0799103,0.1176224
9.525,-0.0314331,-0.0820084,0.1134415
9.53,-0.0377121,-0.0862198,0.1239319
9.535,-0.0314331,-0.0862198,0.1176529
9.54,-0.0439987,-0.0883179,0.1323166
9.545,-0.0377121,-0.0925217,0.1302338
9.55,-0.0377121,-0.0904236,0.1281357
9.555,-0.0398102,-0.0904236,0.1302338
9.56,-0.0502853,-0.0904236,0.1407089
9.565,-0.029335,-0.0841141,0.1134491
9.57,-0.0419083,-0.0925217,0.13443
9.575,-0.0481949,-0.0609818,0.1091767
9.58,-0.0398102,-0.0714951,0.1113053
9.585,-0.0419083,-0.0778046,0.1197129
9.59,-0.0398102,-0.0841141,0.1239243
9.595,-0.029335,-0.0883179,0.1176529
9.6,-0.0356216,-0.0862198,0.1218414
9.605,-0.0230484,-0.0862198,0.1092682
9.61,-0.0335236,-0.0756989,0.1092225
9.615,-0.0356216,-0.0778046,0.1134262
9.62,-0.0377121,-0.0778046,0.1155167
9.625,-0.0377121,-0.0883179,0.12603
9.63,-0.0272369,-0.0609818,0.0882187
9.635,-0.0377121,-0.0736008,0.1113129
9.64,-0.0377121,-0.0736008,0.1113129
9.645,-0.0398102,-0.0672913,0.1071015
9.65,-0.0377121,-0.0778046,0.1155167
9.655,-0.0335236,-0.0799103,0.1134339
9.66,-0.0356216,-0.0778046,0.1134262
9.665,-0.0230484,-0.0904236,0.113472
9.67,-0.029335,-0.0841141,0.1134491
9.675,-0.0251465,-0.056778,0.0819245
9.68,-0.029335,-0.069397,0.098732
9.685,-0.0335236,-0.0714951,0.1050187
9.69,-0.0356216,-0.0778046,0.1134262
9.695,-0.0356216,-0.0820084,0.11763
9.7,-0.0377121,-0.0862198,0.1239319
9.705,-0.0356216,-0.0946274,0.130249
9.71,-0.0377121,-0.0904236,0.1281357
9.715,-0.0314331,-0.0820084,0.1134415
9.72,-0.029335,-0.0504684,0.0798034
9.725,-0.0272369,-0.0588837,0.0861206
9.73,-0.0335236,-0.0799103,0.1134339
9.735,-0.0272369,-0.0820084,0.1092453
9.74,-0.029335,-0.0904236,0.1197586
9.745,-0.0335236,-0.0841141,0.1176377
9.75,-0.0398102,-0.0778046,0.1176148
9.755,-0.0419083,-0.0799103,0.1218186
9.76,-0.029335,-0.0904236,0.1197586
9.765,-0.0356216,-0.0904236,0.1260452
9.77,-0.0146637,-0.0841141,0.0987778
9.775,-0.0272369,-0.056778,0.0840149
9.78,-0.0314331,-0.069397,0.1008301
9.785,-0.0356216,-0.0778046,0.1134262
9.79,-0.0356216,-0.0799103,0.1155319
9.795,-0.0439987,-0.0820084,0.1260071
9.8,-0.0356216,-0.0799103,0.1155319
9.805,-0.0356216,-0.0778046,0.1134262
9.81,-0.0335236,-0.0588837,0.0924073
9.815,-0.0356216,-0.0714951,0.1071167
9.82,-0.0439987,-0.0820084,0.1260071
9.825,-0.0377121,-0.0820084,0.1197205
9.83,-0.0335236,-0.0841141,0.1176377
9.835,-0.0251465,-0.0967331,0.1218796
9.84,-0.0377121,-0.0883179,0.12603
9.845,-0.0335236,-0.0883179,0.1218415
9.85,-0.029335,-0.0841141,0.1134491
9.855,-0.0377121,-0.0862198,0.1239319
9.86,-0.0314331,-0.0883179,0.119751
9.865,-0.029335,-0.0883179,0.1176529
9.87,-0.0335236,-0.0967331,0.1302567
9.875,-0.0356216,-0.0883179,0.1239395
9.88,-0.0314331,-0.0841141,0.1155472
9.885,-0.0230484,-0.0462646,0.069313
9.89,-0.0230484,-0.0630875,0.0861359
9.895,-0.0230484,-0.0778046,0.100853
9.9,-0.0230484,-0.0820084,0.1050568
9.905,-0.029335,-0.0820084,0.1113434
9.91,-0.0314331,-0.0862198,0.1176529
9.915,-0.0335236,-0.0778046,0.1113282
9.92,-0.0272369,-0.0904236,0.1176605
9.925,-0.0272369,-0.0841141,0.111351
9.93,-0.0167618,-0.056778,0.0735398
9.935,-0.029335,-0.0714951,0.1008301
9.94,-0.0356216,-0.0799103,0.1155319
9.945,-0.029335,-0.0778046,0.1071396
9.95,-0.0377121,-0.0799103,0.1176224
9.955,-0.0314331,-0.0841141,0.1155472
9.96,-0.0314331,-0.0736008,0.1050339
9.965,-0.0335236,-0.0841141,0.1176377
9.97,-0.0314331,-0.0904236,0.1218567
9.975,-0.0314331,-0.0946274,0.1260605
9.98,-0.0251465,-0.0967331,0.1218796
9.985,-0.029335,-0.0946274,0.1239624
9.99,-0.0272369,-0.0483627,0.0755996
9.995,-0.0335236,-0.0651855,0.0987091
10,-0.0209503,-0.0756989,0.0966492
10.005,-0.0314331,-0.0883179,0.119751
10.01,-0.0251465,-0.0883179,0.1134644
10.015,-0.0314331,-0.0883179,0.119751
10.02,-0.0251465,-0.069397,0.0945435
10.025,-0.0335236,-0.0756989,0.1092225
10.03,-0.0272369,-0.0756989,0.1029358
10.035,-0.0251465,-0.0841141,0.1092606
10.04,-0.0230484,-0.0862198,0.1092682
10.045,-0.0398102,-0.0820084,0.1218186
10.05,-0.0335236,-0.0883179,0.1218415
10.055,-0.0335236,-0.0946274,0.128151
10.06,-0.0335236,-0.0862198,0.1197434
10.065,-0.0356216,-0.0820084,0.11763
10.07,-0.0335236,-0.0841141,0.1176377
10.075,-0.0251465,-0.0883179,0.1134644
10.08,-0.0272369,-0.0799103,0.1071472
10.085,-0.0272369,-0.0925217,0.1197586
10.09,-0.0209503,-0.0904236,0.1113739
10.095,-0.029335,-0.056778,0.086113
10.1,-0.0314331,-0.0778046,0.1092377
10.105,-0.0377121,-0.0778046,0.1155167
10.11,-0.029335,-0.0546722,0.0840072
10.115,-0.0230484,-0.0651855,0.0882339
10.12,-0.0314331,-0.0756989,0.107132
10.125,-0.0377121,-0.0799103,0.1176224
10.13,-0.0439987,-0.0799103,0.123909
10.135,-0.0419083,-0.0925217,0.13443
10.14,-0.0398102,-0.0862198,0.12603
10.145,-0.0356216,-0.0820084,0.11763
10.15,-0.0335236,-0.0904236,0.1239472
10.155,-0.0272369,-0.0883179,0.1155548
10.16,-0.0398102,-0.0925217,0.1323319
10.165,-0.0398102,-0.0925217,0.1323319
10.17,-0.0314331,-0.0883179,0.119751
10.175,-0.0335236,-0.0841141,0.1176377
10.18,-0.0335236,-0.0904236,0.1239472
10.185,-0.0356216,-0.0904236,0.1260452
10.19,-0.0356216,-0.0841141,0.1197357
10.195,-0.0335236,-0.0904236,0.1239472
10.2,-0.0335236,-0.0588837,0.0924073
10.205,-0.0377121,-0.0672913,0.1050034
10.21,-0.029335,-0.0778046,0.1071396
10.215,-0.0356216,-0.0862198,0.1218414
10.22,-0.0439987,-0.0778046,0.1218033
10.225,-0.0335236,-0.0862198,0.1197434
10.23,-0.0272369,-0.0609818,0.0882187
10.235,-0.0251465,-0.0736008,0.0987473
10.24,-0.0335236,-0.0820084,0.115532
10.245,-0.0314331,-0.0841141,0.1155472
10.25,-0.0377121,-0.0862198,0.1239319
10.255,-0.0356216,-0.0841141,0.1197357
10.26,-0.0314331,-0.0820084,0.1134415
10.265,-0.0356216,-0.0820084,0.11763
10.27,-0.0335236,-0.0862198,0.1197434
10.275,-0.0419083,-0.0862198,0.1281281
10.28,-0.0335236,-0.0841141,0.1176377
10.285,-0.0419083,-0.0841141,0.1260224
10.29,-0.0314331,-0.0841141,0.1155472
10.295,-0.0272369,-0.0841141,0.111351
10.3,-0.0335236,-0.0862198,0.1197434
10.305,-0.0209503,-0.056778,0.0777283
10.31,-0.029335,-0.0736008,0.1029358
10.315,-0.0314331,-0.0714951,0.1029282
10.32,-0.0314331,-0.0462646,0.0776977
10.325,-0.0335236,-0.0651855,0.0987091
10.33,-0.0314331,-0.0799103,0.1113434
10.335,-0.029335,-0.0820084,0.1113434
10.34,-0.0314331,-0.0883179,0.119751
10.345,-0.029335,-0.0841141,0.1134491
10.35,-0.0419083,-0.0841141,0.1260224
10.355,-0.0398102,-0.0862198,0.12603
10.36,-0.0419083,-0.0862198,0.1281281
10.365,-0.029335,-0.0925217,0.1218567
10.37,-0.0335236,-0.0946274,0.128151
10.375,-0.0377121,-0.0883179,0.12603
10.38,-0.0398102,-0.0820084,0.1218186
10.385,-0.0481949,-0.0799103,0.1281052
10.39,-0.0377121,-0.0883179,0.12603
10.395,-0.0398102,-0.0883179,0.1281281
10.4,-0.0335236,-0.0778046,0.1113282
10.405,-0.0398102,-0.0841141,0.1239243
10.41,-0.0230484,-0.0336456,0.056694
10.415,-0.0377121,-0.0504684,0.0881805
10.42,-0.0272369,-0.0714951,0.098732
10.425,-0.0356216,-0.0799103,0.1155319
10.43,-0.0314331,-0.0799103,0.1113434
10.435,-0.0314331,-0.0862198,0.1176529
10.44,-0.0272369,-0.0904236,0.1176605
10.445,-0.0377121,-0.0925217,0.1302338
10.45,-0.0439987,-0.0862198,0.1302185
10.455,-0.0377121,-0.0946274,0.1323395
10.46,-0.0377121,-0.0883179,0.12603
10.465,-0.0356216,-0.0946274,0.130249
10.47,-0.0272369,-0.0904236,0.1176605
10.475,-0.0335236,-0.0862198,0.1197434
10.48,-0.0356216,-0.0925217,0.1281433
10.485,-0.0314331,-0.0967331,0.1281662
10.49,-0.0377121,-0.0904236,0.1281357
10.495,-0.0314331,-0.0904236,0.1218567
10.5,-0.0314331,-0.0862198,0.1176529
10.505,-0.0356216,-0.0862198,0.1218414
10.51,-0.0356216,-0.0925217,0.1281433
10.515,-0.0251465,-0.056778,0.0819245
10.52,-0.0230484,-0.0672913,0.0903397
10.525,-0.0377121,-0.0799103,0.1176224
10.53,-0.0251465,-0.0609818,0.0861283
10.535,-0.0356216,-0.0651855,0.1008071
10.54,-0.0419083,-0.0714951,0.1134034
10.545,-0.0335236,-0.0799103,0.1134339
10.55,-0.0356216,-0.0820084,0.11763
10.555,-0.0335236,-0.0820084,0.115532
10.56,-0.0272369,-0.0799103,0.1071472
10.565,-0.0314331,-0.0820084,0.1134415
10.57,-0.0377121,-0.0862198,0.1239319
10.575,-0.0314331,-0.0841141,0.1155472
10.58,-0.0419083,-0.0883179,0.1302262
10.585,-0.0356216,-0.0904236,0.1260452
10.59,-0.0419083,-0.0904236,0.1323319
10.595,-0.0439987,-0.0799103,0.123909
10.6,-0.0398102,-0.0841141,0.1239243
10.605,-0.0398102,-0.0820084,0.1218186
10.61,-0.0356216,-0.0841141,0.1197357
10.615,-0.0460968,-0.0483627,0.0944595
10.62,-0.0335236,-0.056778,0.0903016
10.625,-0.0356216,-0.0609818,0.0966034
10.63,-0.0335236,-0.0799103,0.1134339
10.635,-0.0398102,-0.0756989,0.1155091
10.64,-0.0398102,-0.0799103,0.1197205
10.645,-0.0419083,-0.0862198,0.1281281
10.65,-0.0335236,-0.0841141,0.1176377
10.655,-0.0377121,-0.0904236,0.1281357
10.66,-0.0398102,-0.0862198,0.12603
10.665,-0.0439987,-0.0904236,0.1344223
10.67,-0.0398102,-0.0904236,0.1302338
10.675,-0.0460968,-0.0841141,0.1302109
10.68,-0.0335236,-0.0778046,0.1113282
10.685,-0.0356216,-0.0841141,0.1197357
10.69,-0.0356216,-0.0841141,0.1197357
10.695,-0.0314331,-0.0841141,0.1155472
10.7,-0.0356216,-0.0883179,0.1239395
10.705,-0.0272369,-0.0883179,0.1155548
10.71,-0.0314331,-0.0630875,0.0945206
10.715,-0.029335,-0.0672913,0.0966263
10.72,-0.0335236,-0.0462646,0.0797882
10.725,-0.0188599,-0.0525742,0.0714341
10.73,-0.029335,-0.069397,0.098732
10.735,-0.0251465,-0.0799103,0.1050568
10.74,-0.0251465,-0.0799103,0.1050568
10.745,-0.029335,-0.0883179,0.1176529
10.75,-0.0230484,-0.0925217,0.1155701
10.755,-0.029335,-0.0820084,0.1113434
10.76,-0.029335,-0.0862198,0.1155548
10.765,-0.0272369,-0.0925217,0.1197586
10.77,-0.0314331,-0.0925217,0.1239548
10.775,-0.0314331,-0.0967331,0.1281662
10.78,-0.029335,-0.0862198,0.1155548
10.785,-0.0335236,-0.0925217,0.1260453
10.79,-0.0356216,-0.0862198,0.1218414
10.795,-0.029335,-0.0883179,0.1176529
10.8,-0.0335236,-0.0820084,0.115532
10.805,-0.0356216,-0.0883179,0.1239395
10.81,-0.0356216,-0.0904236,0.1260452
10.815,-0.029335,-0.0883179,0.1176529
10.82,-0.0251465,-0.0904236,0.1155701
10.825,-0.029335,-0.0609818,0.0903168
10.83,-0.0146637,-0.0420609,0.0567246
10.835,-0.0188599,-0.0672913,0.0861512
10.84,-0.0209503,-0.0736008,0.0945511
10.845,-0.0272369,-0.0883179,0.1155548
10.85,-0.0314331,-0.0862198,0.1176529
10.855,-0.0377121,-0.0862198,0.1239319
10.86,-0.029335,-0.0820084,0.1113434
10.865,-0.0335236,-0.0799103,0.1134339
10.87,-0.0335236,-0.0820084,0.115532
10.875,-0.0356216,-0.0841141,0.1197357
10.88,-0.0481949,-0.0862198,0.1344147
10.885,-0.0314331,-0.0778046,0.1092377
10.89,-0.0419083,-0.0736008,0.1155091
10.895,-0.0335236,-0.0799103,0.1134339
10.9,-0.029335,-0.0778046,0.1071396
10.905,-0.0377121,-0.0904236,0.1281357
10.91,-0.029335,-0.0820084,0.1113434
10.915,-0.0272369,-0.0756989,0.1029358
10.92,-0.0251465,-0.056778,0.0819245
10.925,-0.029335,-0.0378494,0.0671844
10.93,-0.0314331,-0.0546722,0.0861053
10.935,-0.0398102,-0.0651855,0.1049957
10.94,-0.0272369,-0.0799103,0.1071472
10.945,-0.0272369,-0.0820084,0.1092453
10.95,-0.0335236,-0.0841141,0.1176377
10.955,-0.0377121,-0.0841141,0.1218262
10.96,-0.0314331,-0.0862198,0.1176529
10.965,-0.0335236,-0.0820084,0.115532
10.97,-0.0377121,-0.0862198,0.1239319
10.975,-0.0356216,-0.0820084,0.11763
10.98,-0.0377121,-0.0799103,0.1176224
10.985,-0.0398102,-0.0841141,0.1239243
10.99,-0.0335236,-0.0862198,0.1197434
10.995,-0.0272369,-0.0883179,0.1155548
11,-0.0251465,-0.0862198,0.1113663
11.005,-0.0356216,-0.0862198,0.1218414
11.01,-0.0272369,-0.0756989,0.1029358
11.015,-0.0335236,-0.0736008,0.1071244
11.02,-0.0419083,-0.0820084,0.1239167
11.025,-0.0314331,-0.0799103,0.1113434
11.03,-0.0314331,-0.0483627,0.0797958
11.035,-0.0481949,-0.069397,0.1175919
11.04,-0.0272369,-0.0736008,0.1008377
11.045,-0.0125732,-0.0820084,0.0945816
11.05,-0.0188599,-0.0820084,0.1008683
11.055,-0.0314331,-0.0925217,0.1239548
11.06,-0.0398102,-0.0883179,0.1281281
11.065,-0.0314331,-0.0841141,0.1155472
11.07,-0.0251465,-0.0778046,0.1029511
11.075,-0.0272369,-0.0820084,0.1092453
11.08,-0.0251465,-0.0862198,0.1113663
11.085,-0.0377121,-0.0946274,0.1323395
11.09,-0.0356216,-0.0862198,0.1218414
11.095,-0.0272369,-0.0946274,0.1218643
11.1,-0.0251465,-0.0862198,0.1113663
11.105,-0.029335,-0.0883179,0.1176529
11.11,-0.0314331,-0.0883179,0.119751
11.115,-0.0398102,-0.0841141,0.1239243
11.12,-0.0356216,-0.0841141,0.1197357
11.125,-0.0335236,-0.0862198,0.1197434
11.13,-0.0251465,-0.069397,0.0945435
11.135,-0.0335236,-0.0609818,0.0945054
11.14,-0.0335236,-0.0546722,0.0881958
11.145,-0.0356216,-0.0799103,0.1155319
11.15,-0.0251465,-0.0799103,0.1050568
11.155,-0.0272369,-0.0736008,0.1008377
11.16,-0.0356216,-0.0883179,0.1239395
11.165,-0.0356216,-0.0736008,0.1092224
11.17,-0.0356216,-0.0799103,0.1155319
11.175,-0.0272369,-0.0862198,0.1134567
11.18,-0.0314331,-0.0862198,0.1176529
11.185,-0.029335,-0.0883179,0.1176529
11.19,-0.0460968,-0.0862198,0.1323166
11.195,-0.0335236,-0.0904236,0.1239472
11.2,-0.0335236,-0.0862198,0.1197434
11.205,-0.0272369,-0.0841141,0.111351
11.21,-0.0251465,-0.0799103,0.1050568
11.215,-0.0377121,-0.0799103,0.1176224
11.22,-0.0230484,-0.0462646,0.069313
11.225,-0.029335,-0.0609818,0.0903168
11.23,-0.029335,-0.0672913,0.0966263
11.235,-0.0398102,-0.0651855,0.1049957
11.24,-0.0398102,-0.056778,0.0965882
11.245,-0.0335236,-0.0714951,0.1050187
11.25,-0.0272369,-0.0778046,0.1050415
11.255,-0.0230484,-0.0883179,0.1113663
11.26,-0.0251465,-0.0841141,0.1092606
11.265,-0.0314331,-0.0841141,0.1155472
11.27,-0.0314331,-0.0883179,0.119751
11.275,-0.0272369,-0.0904236,0.1176605
11.28,-0.0251465,-0.0820084,0.1071549
11.285,-0.0314331,-0.0883179,0.119751
11.29,-0.0377121,-0.0862198,0.1239319
11.295,-0.0356216,-0.0820084,0.11763
11.3,-0.0398102,-0.0799103,0.1197205
11.305,-0.0335236,-0.0799103,0.1134339
11.31,-0.029335,-0.056778,0.086113
11.315,-0.029335,-0.0651855,0.0945205
11.32,-0.029335,-0.0841141,0.1134491
11.325,-0.0314331,-0.0883179,0.119751
11.33,-0.0335236,-0.0778046,0.1113282
11.335,-0.0356216,-0.0883179,0.1239395
11.34,-0.0230484,-0.0504684,0.0735168
11.345,-0.0314331,-0.0630875,0.0945206
11.35,-0.0272369,-0.0778046,0.1050415
11.355,-0.0188599,-0.0904236,0.1092835
11.36,-0.0251465,-0.0988312,0.1239777
11.365,-0.0314331,-0.0883179,0.119751
11.37,-0.0377121,-0.0883179,0.12603
11.375,-0.0272369,-0.0820084,0.1092453
11.38,-0.0272369,-0.0841141,0.111351
11.385,-0.0230484,-0.0862198,0.1092682
11.39,-0.0314331,-0.0904236,0.1218567
11.395,-0.0398102,-0.0883179,0.1281281
11.4,-0.0230484,-0.0841141,0.1071625
11.405,-0.0377121,-0.0946274,0.1323395
11.41,-0.0335236,-0.0904236,0.1239472
11.415,-0.0230484,-0.0862198,0.1092682
11.42,-0.0335236,-0.0841141,0.1176377
11.425,-0.0314331,-0.0883179,0.119751
11.43,-0.0167618,-0.056778,0.0735398
11.435,-0.029335,-0.0714951,0.1008301
11.44,-0.0272369,-0.0799103,0.1071472
11.445,-0.0377121,-0.0504684,0.0881805
11.45,-0.029335,-0.0630875,0.0924225
11.455,-0.0335236,-0.069397,0.1029206
11.46,-0.0356216,-0.0736008,0.1092224
11.465,-0.0356216,-0.0841141,0.1197357
11.47,-0.0335236,-0.0862198,0.1197434
11.475,-0.0439987,-0.0862198,0.1302185
11.48,-0.0335236,-0.0946274,0.128151
11.485,-0.0335236,-0.0925217,0.1260453
11.49,-0.0272369,-0.0841141,0.111351
11.495,-0.0439987,-0.0841141,0.1281128
11.5,-0.0335236,-0.0925217,0.1260453
11.505,-0.0377121,-0.0862198,0.1239319
11.51,-0.0314331,-0.0904236,0.1218567
11.515,-0.029335,-0.0883179,0.1176529
11.52,-0.0272369,-0.069397,0.0966339
11.525,-0.0335236,-0.0820084,0.115532
11.53,-0.0314331,-0.0841141,0.1155472
11.535,-0.0356216,-0.0820084,0.11763
11.54,-0.0272369,-0.0904236,0.1176605
11.545,-0.0356216,-0.0714951,0.1071167
11.55,-0.0314331,-0.069397,0.1008301
11.555,-0.0272369,-0.0714951,0.098732
11.56,-0.0209503,-0.0778046,0.0987549
11.565,-0.0209503,-0.0778046,0.0987549
11.57,-0.0209503,-0.0904236,0.1113739
11.575,-0.0209503,-0.0883179,0.1092682
11.58,-0.0272369,-0.0820084,0.1092453
11.585,-0.0272369,-0.0925217,0.1197586
11.59,-0.0209503,-0.0799103,0.1008606
11.595,-0.0272369,-0.0862198,0.1134567
11.6,-0.0356216,-0.0820084,0.11763
11.605,-0.0335236,-0.0841141,0.1176377
11.61,-0.0230484,-0.0546722,0.0777206
11.615,-0.0272369,-0.0736008,0.1008377
11.62,-0.0335236,-0.0841141,0.1176377
11.625,-0.0356216,-0.0799103,0.1155319
11.63,-0.0356216,-0.0841141,0.1197357
11.635,-0.029335,-0.0799103,0.1092453
11.64,-0.0356216,-0.0820084,0.11763
11.645,-0.029335,-0.0778046,0.1071396
11.65,-0.0314331,-0.0820084,0.1134415
11.655,-0.0398102,-0.056778,0.0965882
11.66,-0.0377121,-0.0714951,0.1092072
11.665,-0.0272369,-0.0841141,0.111351
11.67,-0.0356216,-0.0904236,0.1260452
11.675,-0.0356216,-0.0862198,0.1218414
11.68,-0.0251465,-0.0820084,0.1071549
11.685,-0.0230484,-0.0862198,0.1092682
11.69,-0.0251465,-0.0820084,0.1071549
11.695,-0.0251465,-0.0799103,0.1050568
11.7,-0.0335236,-0.0820084,0.115532
11.705,-0.0272369,-0.0841141,0.111351
11.71,-0.029335,-0.0820084,0.1113434
11.715,-0.0314331,-0.0841141,0.1155472
11.72,-0.0335236,-0.0799103,0.1134339
11.725,-0.0419083,-0.0904236,0.1323319
11.73,-0.0251465,-0.0736008,0.0987473
11.735,-0.0335236,-0.0736008,0.1071244
