Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                1751",7.646730930078e-01,2.072956159019e-01,9.110482188259e-02,1.161907940193e-01,-1.254298606836e-02
"                1752",7.513469109118e-01,2.053892982660e-01,9.045207657144e-02,1.149372216946e-01,-1.224257256158e-02
"                1753",7.693781632653e-01,2.029719656660e-01,8.925032905823e-02,1.137216366078e-01,-1.223565377477e-02
"                1754",7.504310118936e-01,1.973420052808e-01,8.838791034890e-02,1.089540949319e-01,-1.028309229151e-02
"                1755",7.516322535086e-01,1.922070709609e-01,8.670009673336e-02,1.055069742275e-01,-9.403438747066e-03
"                1756",7.535919289145e-01,1.895253888258e-01,8.499007834953e-02,1.045353104762e-01,-9.772616063351e-03
"                1757",7.436726095576e-01,1.873982380566e-01,8.358315169160e-02,1.038150863650e-01,-1.011596733670e-02
"                1758",7.372941000103e-01,1.884477992421e-01,8.576419210267e-02,1.026836071394e-01,-8.459707518391e-03
"                1759",7.546327589113e-01,1.936596244653e-01,8.424590804812e-02,1.094137164172e-01,-1.258390418454e-02
"                1760",7.523615694961e-01,1.939953814154e-01,8.259035720528e-02,1.114050242101e-01,-1.440733350241e-02
"                1761",7.326639075976e-01,1.851480928597e-01,8.284125583212e-02,1.023068370276e-01,-9.732790597714e-03
"                1762",7.476320975579e-01,1.865957541344e-01,8.066508007036e-02,1.059306740641e-01,-1.263279699685e-02
"                1763",7.472632670663e-01,1.795179181391e-01,7.760657662630e-02,1.019113415128e-01,-1.215238244326e-02
"                1764",7.551815457972e-01,1.837791585017e-01,7.923219583656e-02,1.045469626651e-01,-1.265738341427e-02
"                1765",7.400635302054e-01,1.775381821928e-01,7.788601655633e-02,9.965216563646e-02,-1.088307454007e-02
"                1766",7.404196089395e-01,1.732700302769e-01,7.680372299607e-02,9.646630728086e-02,-9.831292142398e-03
"                1767",7.624771712009e-01,1.677284304663e-01,7.194929424631e-02,9.577913621999e-02,-1.191492098684e-02
"                1768",7.361927212382e-01,1.656368640960e-01,7.337689636079e-02,9.225996773523e-02,-9.441535687219e-03
"                1769",7.451691666984e-01,1.593528836054e-01,7.066179909531e-02,8.869108451008e-02,-9.014642707385e-03
"                1770",7.219273687780e-01,1.638831992013e-01,7.372115028434e-02,9.016204891699e-02,-8.220449316325e-03
"                1771",7.557698162377e-01,1.575184611947e-01,6.877203661328e-02,8.874642458142e-02,-9.987193984067e-03
"                1772",7.501938228425e-01,1.690139495496e-01,7.389153292410e-02,9.512241662550e-02,-1.061544185070e-02
"                1773",7.160992501909e-01,1.712738731411e-01,7.886262819942e-02,9.241124494172e-02,-6.774308371152e-03
"                1774",7.437273096414e-01,1.793238262738e-01,7.836685930442e-02,1.009569669694e-01,-1.129505383249e-02
"                1775",7.474218826711e-01,1.810605296061e-01,7.914249065381e-02,1.019180389523e-01,-1.138777414926e-02
"                1776",7.470822973758e-01,1.868397941780e-01,8.169710560472e-02,1.051426885733e-01,-1.172279148428e-02
"                1777",7.409824015812e-01,1.788759443678e-01,7.990206605144e-02,9.897387831634e-02,-9.535906132451e-03
"                1778",7.476861324677e-01,1.836954120087e-01,8.050100310235e-02,1.031944089063e-01,-1.134670290198e-02
"                1779",7.245708644779e-01,1.869830938155e-01,8.486200654269e-02,1.021210872728e-01,-8.629540365059e-03
"                1780",7.171991892660e-01,1.882624475901e-01,8.432952554504e-02,1.039329220451e-01,-9.801698250014e-03
"                1781",7.339006001844e-01,1.840631945927e-01,8.067540550886e-02,1.033877890838e-01,-1.135619178748e-02
"                1782",7.335050689037e-01,1.850610845357e-01,8.085381083895e-02,1.042072736968e-01,-1.167673142892e-02
"                1783",7.516021952482e-01,1.828219147454e-01,7.843061544744e-02,1.043912992979e-01,-1.298034192523e-02
"                1784",7.352474783803e-01,1.783974760695e-01,7.664608471004e-02,1.017513913595e-01,-1.255265332473e-02
"                1785",7.366531385836e-01,1.892032641026e-01,7.887807205309e-02,1.103251920495e-01,-1.572355999820e-02
"                1786",7.349107068862e-01,1.925166083278e-01,7.865208701648e-02,1.138645213113e-01,-1.760621714741e-02
"                1787",7.265053254483e-01,2.047623089823e-01,8.291656152805e-02,1.218457474543e-01,-1.946459296311e-02
"                1788",7.263905188990e-01,2.031916996732e-01,8.184560167332e-02,1.213460979999e-01,-1.975024816329e-02
"                1789",7.547217142569e-01,2.003680248895e-01,7.709832911364e-02,1.232696957758e-01,-2.308568333109e-02
"                1790",7.233354204621e-01,2.027738206019e-01,7.915858680071e-02,1.236152338012e-01,-2.222832350024e-02
"                1791",7.345757591699e-01,1.957797107046e-01,7.694017062277e-02,1.188395400818e-01,-2.094968472953e-02
"                1792",7.417356188831e-01,1.941246312198e-01,7.364141521068e-02,1.204832160091e-01,-2.342090039922e-02
"                1793",7.359006483648e-01,1.962704398454e-01,7.623322131557e-02,1.200372185299e-01,-2.190199860715e-02
"                1794",7.516698627421e-01,1.833060805070e-01,7.132622208394e-02,1.119798584230e-01,-2.032681816955e-02
"                1795",7.312513227303e-01,1.699381428021e-01,6.720690436534e-02,1.027312384367e-01,-1.776216703569e-02
"                1796",7.409701025997e-01,1.709174608602e-01,6.687429508193e-02,1.040431657783e-01,-1.858443534819e-02
"                1797",7.434433045384e-01,1.644937520663e-01,6.463271378702e-02,9.986103827929e-02,-1.761416224614e-02
"                1798",7.287030104621e-01,1.618351672128e-01,6.648493292612e-02,9.535023428668e-02,-1.443265068028e-02
"                1799",7.313285221399e-01,1.588576821047e-01,6.379922472083e-02,9.505845738389e-02,-1.562961633153e-02
"                1800",7.415475574429e-01,1.582353938755e-01,6.372648125402e-02,9.450891262149e-02,-1.539121568373e-02
"                1801",7.555990931041e-01,1.528140742856e-01,5.935742589781e-02,9.345664838779e-02,-1.704961124499e-02
"                1802",7.285453715572e-01,1.560480034276e-01,6.489698811720e-02,9.115101531037e-02,-1.312701359658e-02
"                1803",7.523202824900e-01,1.547748863403e-01,6.080528835117e-02,9.396959798913e-02,-1.658215481898e-02
"                1804",7.403129291575e-01,1.533412897413e-01,6.151156548356e-02,9.182972425771e-02,-1.515907938707e-02
"                1805",7.572028230691e-01,1.524142491640e-01,5.926403724265e-02,9.315021192132e-02,-1.694308733934e-02
"                1806",7.397837014867e-01,1.486612915575e-01,6.025420599506e-02,8.840708556246e-02,-1.407643978370e-02
"                1807",7.216901316542e-01,1.381431121810e-01,6.141416152684e-02,7.672895065414e-02,-7.657394563654e-03
"                1808",7.401884102131e-01,1.292488337674e-01,5.659684967829e-02,7.265198408912e-02,-8.027567205415e-03
"                1809",7.486569271282e-01,1.435698510075e-01,6.319650832471e-02,8.037334268277e-02,-8.588417179029e-03
"                1810",7.432532039076e-01,1.392066855137e-01,6.206392219453e-02,7.714276331915e-02,-7.539420562310e-03
"                1811",7.548096763460e-01,1.433105311771e-01,6.309351481837e-02,8.021701635873e-02,-8.561750770178e-03
"                1812",7.384697653164e-01,1.349539768777e-01,6.256529078659e-02,7.238868609109e-02,-4.911697652249e-03
"                1813",7.674400097284e-01,1.385226916127e-01,6.232350232576e-02,7.619918928691e-02,-6.937843480571e-03
"                1814",7.506515869118e-01,1.360563767003e-01,6.280182241531e-02,7.325455428503e-02,-5.226365934862e-03
"                1815",7.648575560668e-01,1.363410641960e-01,6.119115004621e-02,7.514991414974e-02,-6.979382051764e-03
"                1816",7.567014239360e-01,1.393216852626e-01,6.441160794684e-02,7.491007731579e-02,-5.249234684479e-03
"                1817",7.330706932549e-01,1.543519672586e-01,7.440163144277e-02,7.995033581581e-02,-2.774352186516e-03
"                1818",7.413752050660e-01,1.596176013218e-01,7.518047301172e-02,8.443712831006e-02,-4.628327649171e-03
"                1819",7.653073961158e-01,1.625598163821e-01,7.458972326807e-02,8.797009311403e-02,-6.690184922979e-03
"                1820",7.444521781840e-01,1.632440779723e-01,7.815524940500e-02,8.508882856728e-02,-3.466789581141e-03
"                1821",7.586406011397e-01,1.671843422211e-01,7.851337902719e-02,8.867096319390e-02,-5.078792083356e-03
"                1822",7.588724893863e-01,1.705237302786e-01,8.014736659083e-02,9.037636368780e-02,-5.114498548487e-03
"                1823",7.459802374696e-01,1.743160183821e-01,8.286592755438e-02,9.145009082772e-02,-4.292081636667e-03
"                1824",7.445444361472e-01,1.762927122747e-01,8.529927878788e-02,9.099343348681e-02,-2.847077349468e-03
"                1825",7.491152668876e-01,1.707318936693e-01,8.269289860316e-02,8.803899506609e-02,-2.673048231465e-03
"                1826",7.415327745995e-01,1.770084173745e-01,8.688348796443e-02,9.012492941005e-02,-1.620720722811e-03
"                1827",7.543466823639e-01,1.764881029863e-01,8.497670297878e-02,9.151140000749e-02,-3.267348514353e-03
"                1828",7.668225381933e-01,1.801390992629e-01,8.399052663379e-02,9.614857262914e-02,-6.079022997672e-03
"                1829",7.520532056235e-01,1.846649520829e-01,8.803031922977e-02,9.663463285309e-02,-4.302156811658e-03
"                1830",7.375167844497e-01,1.747024632106e-01,8.482360647515e-02,8.987885673543e-02,-2.527625130141e-03
"                1831",7.365994829753e-01,1.761108202973e-01,8.401352223839e-02,9.209729805891e-02,-4.041887910260e-03
"                1832",7.490090456122e-01,1.853513585658e-01,8.746733522849e-02,9.788402333729e-02,-5.208344054403e-03
"                1833",7.447471891292e-01,1.807424786848e-01,8.554914171488e-02,9.519333696991e-02,-4.822097627515e-03
"                1834",7.551489014094e-01,1.749031322452e-01,8.213307820774e-02,9.277005403751e-02,-5.318487914882e-03
"                1835",7.456468068649e-01,1.747615975358e-01,8.216049880975e-02,9.260109872603e-02,-5.220299958140e-03
"                1836",7.523135956922e-01,1.690230993290e-01,7.897156562822e-02,9.005153370073e-02,-5.539984036255e-03
"                1837",7.457274188691e-01,1.611391915118e-01,7.593792274999e-02,8.520126876177e-02,-4.631673005890e-03
"                1838",7.217560766215e-01,1.515882449129e-01,7.465702358348e-02,7.693122132945e-02,-1.137098872985e-03
"                1839",7.416820466371e-01,1.508168168951e-01,7.376861922422e-02,7.704819767090e-02,-1.639789223340e-03
"                1840",7.437441234241e-01,1.465629823118e-01,7.123515427290e-02,7.532782803894e-02,-2.046336883020e-03
"                1841",7.583876295700e-01,1.458395485066e-01,6.876341928886e-02,7.707612921778e-02,-4.156354964459e-03
"                1842",7.418480250145e-01,1.382052900246e-01,6.875157354356e-02,6.945371648105e-02,-3.510714687463e-04
"                1843",7.518991042079e-01,1.434912043200e-01,6.957017564208e-02,7.392102867796e-02,-2.175426517940e-03
"                1844",7.592660627910e-01,1.376019270923e-01,6.485661814351e-02,7.274530894878e-02,-3.944345402634e-03
"                1845",7.461066047628e-01,1.384920191525e-01,6.757635470376e-02,7.091566444877e-02,-1.669654872503e-03
"                1846",7.517629575053e-01,1.350346203681e-01,6.575046153074e-02,6.928415883733e-02,-1.766848653293e-03
"                1847",7.321925900343e-01,1.467833893077e-01,7.257327468341e-02,7.421011462428e-02,-8.184199704345e-04
"                1848",7.406250187166e-01,1.541353191210e-01,7.274525739048e-02,8.139006173056e-02,-4.322402170039e-03
"                1849",7.448503257284e-01,1.554717728770e-01,7.387276294092e-02,8.159900993611e-02,-3.863123497595e-03
"                1850",7.391112824422e-01,1.536318242183e-01,7.433633391381e-02,7.929549030451e-02,-2.479578195349e-03
"                1851",7.408265807871e-01,1.582368688330e-01,7.790641619468e-02,8.033045263831e-02,-1.212018221815e-03
"                1852",7.317669323804e-01,1.572752520562e-01,7.843572226243e-02,7.883952979376e-02,-2.019037656614e-04
"                1853",7.234116265208e-01,1.668457915068e-01,8.374687868846e-02,8.309891281834e-02,3.239829350621e-04
"                1854",7.316070938979e-01,1.728121357620e-01,8.620985738484e-02,8.660227837720e-02,-1.962104961830e-04
"                1855",7.421298987956e-01,1.657965583258e-01,8.246554396220e-02,8.333101436364e-02,-4.327352007205e-04
"                1856",7.478759157470e-01,1.684689800707e-01,8.241087852971e-02,8.605810154103e-02,-1.823611505663e-03
"                1857",7.196584118601e-01,1.820346019090e-01,9.204584763841e-02,8.998875427063e-02,1.028546683891e-03
"                1858",7.296402259867e-01,1.859460272978e-01,9.145091122380e-02,9.449511607396e-02,-1.522102425080e-03
"                1859",7.291971914938e-01,1.911030912570e-01,9.439664327465e-02,9.670644798232e-02,-1.154902353832e-03
"                1860",7.117007214760e-01,2.064958593801e-01,1.026718271805e-01,1.038240321996e-01,-5.761025095630e-04
"                1861",7.312554138761e-01,2.152537260443e-01,1.037891439517e-01,1.114645820927e-01,-3.837719070503e-03
"                1862",7.318663991948e-01,2.243981016297e-01,1.050363946144e-01,1.193617070153e-01,-7.162656200442e-03
"                1863",7.492594338830e-01,2.331325567717e-01,1.071208962145e-01,1.260116605572e-01,-9.445382171339e-03
"                1864",7.455332632125e-01,2.361855420436e-01,1.076513076718e-01,1.285342343718e-01,-1.044146335002e-02
"                1865",7.218989480974e-01,2.320651162082e-01,1.091430590308e-01,1.229220571774e-01,-6.889499073319e-03
"                1866",7.416845436940e-01,2.265359177045e-01,1.040691339667e-01,1.224667837378e-01,-9.198824885560e-03
"                1867",7.270515992566e-01,2.295507307445e-01,1.089446676677e-01,1.206060630768e-01,-5.830697704545e-03
"                1868",7.381497703966e-01,2.150913859758e-01,1.007768091581e-01,1.143145768177e-01,-6.768883829781e-03
"                1869",7.501762540919e-01,1.992333822403e-01,9.386136504871e-02,1.053720171916e-01,-5.755326071431e-03
"                1870",7.424347458557e-01,1.963365308392e-01,9.255258716379e-02,1.037839436754e-01,-5.615678255800e-03
"                1871",7.393070266731e-01,1.849808287534e-01,8.727109785420e-02,9.770973089917e-02,-5.219316522484e-03
"                1872",7.386857925513e-01,1.812829796122e-01,8.415235280523e-02,9.713062680701e-02,-6.489137000889e-03
"                1873",7.508788347118e-01,1.788260810896e-01,8.160818750092e-02,9.721789358872e-02,-7.804853043902e-03
"                1874",7.348267697700e-01,1.777594464379e-01,8.120561265391e-02,9.655383378401e-02,-7.674110565050e-03
"                1875",7.416261178420e-01,1.753537418856e-01,7.979773070931e-02,9.555601117629e-02,-7.879140233491e-03
"                1876",7.419528368540e-01,1.760225687995e-01,7.835317848669e-02,9.766939031284e-02,-9.658105913074e-03
"                1877",7.560929634101e-01,1.748143049534e-01,7.626416330850e-02,9.855014164486e-02,-1.114298916818e-02
"                1878",7.545011698934e-01,1.608730959776e-01,7.159086651265e-02,8.928222946492e-02,-8.845681476134e-03
"                1879",7.298993110084e-01,1.511521281705e-01,7.256491648413e-02,7.858721168641e-02,-3.011147601141e-03
"                1880",7.458363380313e-01,1.492735588630e-01,6.991049904007e-02,7.936305982289e-02,-4.726280391409e-03
"                1881",7.463226213379e-01,1.479421534322e-01,7.022034308021e-02,7.772181035197e-02,-3.750733635878e-03
"                1882",7.468224676870e-01,1.411959395885e-01,6.620490682694e-02,7.499103276160e-02,-4.393062967333e-03
"                1883",7.364442058150e-01,1.325807620318e-01,6.475441043102e-02,6.782635160075e-02,-1.535970584865e-03
"                1884",7.416626781356e-01,1.313449926331e-01,6.479086212882e-02,6.655413050427e-02,-8.816341877253e-04
"                1885",7.087438881762e-01,1.193024109155e-01,6.181185169809e-02,5.749055921746e-02,2.160646240315e-03
"                1886",7.446636424846e-01,1.209708531866e-01,5.857085050488e-02,6.240000268171e-02,-1.914576088416e-03
"                1887",7.610440785620e-01,1.169181700965e-01,5.656671777873e-02,6.035145231778e-02,-1.892367269523e-03
"                1888",7.365868537123e-01,1.168212492318e-01,5.852379411858e-02,5.829745511325e-02,1.131695026649e-04
"                1889",7.600054016701e-01,1.258676799831e-01,6.068125284325e-02,6.518642713982e-02,-2.252587148283e-03
"                1890",7.473873047208e-01,1.253564082908e-01,6.269421319079e-02,6.266219509997e-02,1.600904540926e-05
"                1891",7.264901586213e-01,1.274758567211e-01,6.493422912017e-02,6.254162760088e-02,1.196300759644e-03
"                1892",7.343563319437e-01,1.392768915381e-01,6.956242155629e-02,6.971446998176e-02,-7.602421273787e-05
"                1893",7.532031231380e-01,1.441847292598e-01,7.016169134867e-02,7.402303791118e-02,-1.930673281257e-03
"                1894",7.283839263264e-01,1.558139166427e-01,7.567884035128e-02,8.013507629141e-02,-2.228117970065e-03
"                1895",7.498411993474e-01,1.568502875194e-01,7.541482331675e-02,8.143546420267e-02,-3.010320442957e-03
"                1896",7.367582223146e-01,1.609159658182e-01,7.798378124983e-02,8.293218456832e-02,-2.474201659243e-03
"                1897",7.445460482180e-01,1.692276818020e-01,8.166001012950e-02,8.756767167247e-02,-2.953830771489e-03
"                1898",7.229067749204e-01,1.803662992593e-01,8.889216459466e-02,9.147413466468e-02,-1.290985035007e-03
"                1899",7.453661371091e-01,1.814309990428e-01,8.659402351419e-02,9.483697552856e-02,-4.121476007181e-03
"                1900",7.095651263873e-01,1.836294564006e-01,9.153884056867e-02,9.209061583188e-02,-2.758876316084e-04
"                1901",7.463961878221e-01,1.859286819831e-01,8.957165530587e-02,9.635702667718e-02,-3.392685685655e-03
"                1902",7.445203031000e-01,1.952029841264e-01,9.268276717482e-02,1.025202169515e-01,-4.918724888363e-03
"                1903",7.376130058521e-01,1.964335071683e-01,9.424019318175e-02,1.021933139865e-01,-3.976560402386e-03
"                1904",7.304852389337e-01,2.062997851342e-01,9.837939813758e-02,1.079203869966e-01,-4.770494429514e-03
"                1905",7.423012445866e-01,2.178395468749e-01,1.029778196395e-01,1.148617272353e-01,-5.941953797905e-03
"                1906",7.436750149427e-01,2.313773691460e-01,1.055565537174e-01,1.258208154285e-01,-1.013213085557e-02
"                1907",7.574165513994e-01,2.287722705199e-01,1.013410420156e-01,1.274312285043e-01,-1.304509324437e-02
"                1908",7.414601566821e-01,2.302185879799e-01,1.039132272410e-01,1.263053607389e-01,-1.119606674895e-02
"                1909",7.189599782807e-01,2.285395933073e-01,1.081706954447e-01,1.203688978626e-01,-6.099101208946e-03
"                1910",7.273296613431e-01,2.282073986220e-01,1.063307014979e-01,1.218766971240e-01,-7.772997813050e-03
"                1911",7.581956162704e-01,2.203406639937e-01,9.995253311178e-02,1.203881308819e-01,-1.021779888508e-02
"                1912",7.351910906227e-01,2.149890135102e-01,9.837275641165e-02,1.166162570986e-01,-9.121750343450e-03
"                1913",7.346289182256e-01,2.096702074359e-01,9.832555684858e-02,1.113446505873e-01,-6.509546869349e-03
"                1914",7.373889611871e-01,1.983491168915e-01,9.129046673173e-02,1.070586501597e-01,-7.884091713995e-03
